code,name,description
EOSC_V 585,Topics in Physical Oceanography,This course is not eligible for Credit/D/Fail grading.
EOSC_V 595,Directed Studies,This course is not eligible for Credit/D/Fail grading.
EOSC_V 598,M.Eng. Graduating Paper,This course is not eligible for Credit/D/Fail grading.
EOSC_V 599,Thesis,For M.A.Sc.This course is not eligible for Credit/D/Fail grading.
EOSC_V 649,Doctoral Dissertation,This course is not eligible for Credit/D/Fail grading.
EOSC_V 699,Doctoral Dissertation,For Ph.D. (Engineering).This course is not eligible for Credit/D/Fail grading.
ENPH_V 253,Introduction to Instrument Design,"Practice in engineering design and instrument development including mechanical and electrical design, and communications with sensors, actuators. Micro-controller implementation and system integration. Engineering design review process and presentations. Engineering communication in design and product release. [3-6-0] Prerequisite: ENPH 259."
ENPH_V 257,Heat and Thermodynamics,"Thermometry, thermal properties of matter; heat transfer by conduction; convection and radiation; kinetic theory of gases and gas laws; heat engines; refrigeration; change of state; first and second laws of thermodynamics. [2-0-0] Prerequisite: Either (a) SCIE 001 or (b) one of MATH 200, MATH 217, MATH 226, MATH 254, MATH 255; and either (a) all of PHYS 108, PHYS 109 or (b) one of PHYS 102, PHYS 153 or (c) all of PHYS 157, PHYS 158, PHYS 159 or (d) all of PHYS 118, PHYS 119 or (e) all of PHYS 108, PHYS 119."
ENPH_V 259,Experimental Techniques,"Basic experimental techniques in acquisition, analysis, and presentation and communication of data and technical results. [2-3-0] Prerequisite: One of APSC 176, ENGL 110, ENGL 111, ENGL 112, ENGL 120, ENGL 121, WRDS 150 and either (a) all of PHYS 108, PHYS 109 or (b) one of PHYS 102, PHYS 153 or (c) SCIE 001 or (d) all of PHYS 157, PHYS 158, PHYS 159 or (e) all of PHYS 118, PHYS 119 or (f) all of PHYS 108, PHYS 119."
ENPH_V 270,Mechanics II,"Dynamics: systems of particles, kinematics and kinetics of rigid bodies (plane motion), energy and momentum, rotating coordinates. [2-0-1] Prerequisite: PHYS 170."
ENPH_V 352,Laboratory Techniques in Physics,Some of the experiments will be based on the lecture material for PHYS 301. Other techniques and subjects will also be covered. [0-3-0] Corequisite: PHYS 301.
ENPH_V 353,Engineering Physics Project I,"Engineering project planning, execution and reporting. The course involves carrying out an open-ended Engineering project to meet specific performance metrics on an industry relevant topic selected by instructors. Reporting on progress is both oral and written. [0-6-1]. Prerequisite: All of ENPH_V 253, CPEN_V 221.This course is not eligible for Credit/D/Fail grading."
ENPH_V 459,Engineering Physics Project II,"Project planning, management and reporting. This course involves writing a project proposal, carrying out an open-ended Engineering project, and reporting the results both orally and in writing. [1-3-0; 0-6-1]. Prerequisite: ENPH_V 253.This course is not eligible for Credit/D/Fail grading."
ENPH_V 479,Engineering Physics Project III,Projects designed to give students research development and design experience. Projects are provided by research faculty in Science and Engineering and from local industry. [1-5-1;0-4-0]. Prerequisite: ENPH_V 459.This course is not eligible for Credit/D/Fail grading.
ENPH_V 480,Engineering Physics Project IV,An optional course for those students wishing to continue their project work beyond the development in ENPH_V 479. [0-6-0]. Prerequisite: ENPH_V 479.This course is not eligible for Credit/D/Fail grading.
ENPH_V 481,Entrepreneurial Projects I,"A project course for students pursuing entrepreneurial training within Engineering Physics, and wishing to further develop projects resulting from ENPH_V 459. [0-5-1]. Prerequisite: ENPH_V 459.This course is not eligible for Credit/D/Fail grading."
ENVR_V 100,Exploring Environmental Science,"Introduction to topics in Earth Science, Ecology, Human Health and Energy from an Environmental Science perspective. [3-0-0]"
ENVR_V 200,Introduction to Environmental Science,"Seminars and field trips introducing the major global, regional, and local environmental issues facing human societies. [3-0-0] Prerequisite: Open to all students with second-year, or higher, standing."
ENVR_V 201,Climate Action Lab 1,Community-engaged climate action projects; skill building for climate action. Pass/Fail. [0-2-0]This course is not eligible for Credit/D/Fail grading.
ENVR_V 205,Environmental Science in Practice I,"Community building, land connections and academic and career planning in environmental science. [1.5-0-0]"
ENVR_V 240,Environmental Problem Solving,"Practical and theoretical approaches to tackling complex environmental challenges with emphasis on critical thinking to analyze real-world issues. [3-0-0] Prerequisite: One of MATH_V 101, MATH_O 101, MATH_O 103. Corequisite: One of STAT_V 200, 201, BIOL_V 300, STAT_O 205, STAT_O 230."
ENVR_V 300,Introduction to Research in Environmental Science,"Environmental research. Students investigate research methodologies and reporting in a range of scientific disciplines and fields. [3-0-0] Prerequisite: Open to all students with third-year, or higher, standing in the Faculty of Science."
ENVR_V 301,Climate Action Lab 2,Community-engaged climate action projects; skill building for climate action. Pass/Fail. [0-2-0] Prerequisite: ENVR_V 201.This course is not eligible for Credit/D/Fail grading.
ENVR_V 302,Climate Action Lab 1 and 2,Community-engaged climate action projects; skill building for climate action. Pass/Fail [0-3-0] Prerequisite: 3rd year class standing.This course is not eligible for Credit/D/Fail grading.
ENVR_V 305,Environmental Science in Practice II,"Mentoring, incorporating feedback, strengthening land connections and academic and career planning in environmental science. [1.5-0-0] Prerequisite: ENVR_V 205."
ENVR_V 350,Applied Environmental Ethics,The complexities of socio-ecological issues facing practitioners of environmental sciences including ethics and social equity. [3-0-0] Prerequisite: 3rd-year class standing.
ENVR_V 400,Community Project in Environmental Science,"Instructor-guided collaboration between student teams and community partners on community-based environmental science projects. Teams articulate project questions and goals, devise methods, conduct research and communicate results. Credit will be given for only one of ENVR 400 or ENVR 449. [3-0-0; 3-0-0] Prerequisite: ENVR 300."
ENVR_V 401,Climate Action Lab 3,"Community-engaged climate action projects; skill building for climate action. Pass/Fail. [0-2-0] Corequisite: One of ENVR_V 301, ENVR_V 302.This course is not eligible for Credit/D/Fail grading."
ENVR_V 402,Climate Studies and Action Capstone,Instructor-guided collaboration between student teams and community partners on climate action projects. [3-0-0] Prerequisite: ENVR 401.
ENVR_V 410,"Energy, Environment, and Society","The role of energy in human societies throughout history and the environmental and social implications of energy use. Coverage of both the science and policy of energy use. Energy supply and demand, energy transitions, analytical tools, impacts, and alternatives. [3-0-0] Prerequisite: Fourth-year standing in B.Sc., B.A.Sc. or related programs."
ENVR_V 420,Ecohydrology of Watersheds and Water Systems,"Analysis of water resources from a water-in-ecosystem perspective. Application to natural, managed, and urban systems, considering ecological interactions with hydrological processes. Exploration of biogeochemical processes related to water quality, and human impacts on water resources. [3-0-0] Prerequisite: Third or fourth-year standing in Science, Applied Science, Land and Food Systems, or Forestry and Environmental Stewardship."
ENVR_V 430,Ecological Dimensions of Sustainability,"Current issues. Application to agricultural, energy, and resource systems in terrestrial and aquatic contexts. Analysis of complex problems; incorporation of science into novel interdisciplinary solutions. [3-0-0] Prerequisite: Class standing 3, and either (1) one of ENVR 300, BIOL 230, FRST 201 or (2) other demonstrated ecology background."
ENVR_V 440,Analytical Methods in Sustainability Science,"Sustainability analysis through a series of case studies. Example approaches include cost-benefit analysis, trade-offs analysis, and life-cycle analysis. Active learning in a computer lab using real-world data. [2-2-0] Prerequisite: One of ENVR 200, ASIC 220, SCIE 220, GEOG 211. Third-year standing."
ENVR_V 448,Directed Studies in Environmental Science,Investigation of a topic to be agreed upon by a member of the faculty and the student. Permission of an ENSC advisor and of the supervising faculty member is required prior to registration. Prerequisite: Third year standing in the Faculty of Science.
ENVR_V 449,Environmental Science HonoursThesis,[3-0-0] Prerequisite: [ENVR300] and fourth-year standing in the B.Sc. Environmental Sciences honours program.
ENVR_V 450,Environmental Policy and Law,"The creation, implementation and enforcement of environmental laws and policies at the international, national, and sub-national levels. Examination and critique of laws, principles, and policies dealing with issues such as climate change, pollution, and biological diversity. [3-0-0] Prerequisite: 4th-year class standing."
ENVR_V 490,Student Directed Seminars in Environmental Sciences,"Self-directed, collaborative studies in environmental sciences, in a group-learning environment, initiated and coordinated by senior undergraduate students with the supervision of a faculty advisor. Course structure, enrolment, and delivery methods will comply with the Handbook for Student Directed Seminars. Prerequisite: Third-year standing.This course is not eligible for Credit/D/Fail grading."
FISH_V 500,Issues in Fisheries Research: Seminars - Fisheries Management,This course is not eligible for Credit/D/Fail grading.
FISH_V 501,Issues in Fisheries Research: Ecosystem Modelling,This course is not eligible for Credit/D/Fail grading.
FISH_V 502,Issues in Fisheries Research: Marine and Freshwater,This course is not eligible for Credit/D/Fail grading.
FISH_V 503,Issues in Fisheries Research: Policy and Evaluation,This course is not eligible for Credit/D/Fail grading.
